id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine,catégorie,marque,prix,stock_minimum,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,niveau_stock,entrepot
PO006294,2024-03-13,P00106,75,S029,122.61,13,9195.75,3,2024,2,Accessoires,Luxe eclat,32.74,52,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,92,Marseille
PO006295,2024-10-16,P00918,200,S008,203.78,10,40756.0,10,2024,2,Soins de la peau,Rose & Lin,240.7,53,Gaillard S.A.,Berlin,Allemagne,0.64,7,279,Paris
PO006296,2024-06-25,P00804,75,S029,103.67,2,7775.25,6,2024,1,Accessoires,Natura Solaire,449.21,58,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,159,Marseille
PO006297,2024-03-22,P00959,100,S028,297.08,6,29708.0,3,2024,4,Maquillage,Ligne LumiÃ¨re,488.42,57,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,46,Paris
PO006298,2024-08-04,P00556,75,S046,186.28,9,13971.0,8,2024,6,Accessoires,Maison Vitalis,297.76,39,Roche,Rome,Italie,0.54,4,67,Paris
PO006299,2024-06-25,P00219,75,S046,272.64,6,20448.0,6,2024,1,Soins de la peau,Reflet d'or,358.68,24,Roche,Rome,Italie,0.54,4,117,Lyon
PO006300,2024-08-20,P00274,50,S028,205.23,14,10261.5,8,2024,1,Soins capillaires,Reflet d'or,157.87,95,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,160,Marseille
PO006301,2024-01-16,P00264,25,S031,33.65,6,841.25,1,2024,1,Soins de la peau,Reflet d'or,321.2,66,Faure S.A.R.L.,Oslo,Norvège,0.7,4,209,Paris
PO006302,2024-01-02,P00019,50,S008,297.64,8,14882.0,1,2024,1,Soins de la peau,Reflet d'or,437.55,67,Gaillard S.A.,Berlin,Allemagne,0.64,7,74,Lyon
PO006303,2024-01-08,P00084,50,S028,86.26,4,4313.0,1,2024,0,Accessoires,Reflet d'or,126.55,32,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,231,Lyon
PO006304,2024-06-11,P00712,150,S010,170.89,7,25633.5,6,2024,1,Accessoires,Jardin dâIvoire,276.13,50,Pelletier,Paris,France,0.98,3,283,Paris
PO006305,2024-10-16,P00465,150,S046,248.25,2,37237.5,10,2024,2,Parfums,Elixir Haute Beauté,149.12,43,Roche,Rome,Italie,0.54,4,123,Paris
PO006306,2024-08-21,P00459,25,S028,112.47,14,2811.75,8,2024,2,Parfums,Reflet d'or,349.07,78,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,75,Marseille
PO006307,2024-10-01,P00200,75,S029,117.78,9,8833.5,10,2024,1,Soins capillaires,Elixir Haute Beauté,63.96,40,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,242,Paris
PO006308,2024-01-22,P00773,50,S049,160.21,4,8010.5,1,2024,0,Soins capillaires,Velours Naturel,319.45,60,Godard SA,Zurich,Suisse,0.62,13,34,Paris
PO006309,2024-05-14,P00245,75,S028,230.71,3,17303.25,5,2024,1,Maquillage,Elixir Haute Beauté,278.96,58,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,44,Paris
PO006310,2024-06-17,P00975,100,S047,132.04,4,13204.0,6,2024,0,Soins capillaires,Héritage Sensuel,240.53,87,Duhamel,Berlin,Allemagne,0.7,10,36,Paris
PO006311,2024-05-21,P00452,50,S008,145.29,10,7264.5,5,2024,1,Soins capillaires,Maison Pure,35.61,39,Gaillard S.A.,Berlin,Allemagne,0.64,7,86,Lyon
PO006312,2024-04-15,P00409,200,S008,39.98,5,7995.999999999999,4,2024,0,Accessoires,Reflet d'or,254.55,21,Gaillard S.A.,Berlin,Allemagne,0.64,7,252,Marseille
PO006313,2024-02-12,P00647,300,S012,78.16,9,23448.0,2,2024,0,Maquillage,Infusion Précieuse,342.85,31,Lucas,Stockholm,Suède,1.0,11,32,Lyon
PO006314,2024-11-19,P00383,25,S028,35.47,7,886.75,11,2024,1,Soins de la peau,Essentielle Paris,385.29,88,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,47,Paris
PO006315,2024-12-20,P00090,100,S028,155.73,8,15572.999999999998,12,2024,4,Maquillage,Elixir Haute Beauté,105.7,38,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,124,Marseille
PO006316,2024-06-14,P00276,10,S028,291.21,11,2912.1,6,2024,4,Maquillage,Luxe eclat,132.13,44,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,239,Lyon
PO006317,2024-07-07,P00096,10,S029,119.13,14,1191.3,7,2024,6,Maquillage,Luxe eclat,430.73,88,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,61,Paris
PO006318,2024-10-02,P00482,300,S010,140.12,9,42036.0,10,2024,2,Soins capillaires,Maison Pure,493.6,12,Pelletier,Paris,France,0.98,3,279,Paris
PO006319,2024-05-06,P00788,100,S020,134.0,4,13400.0,5,2024,0,Soins capillaires,Beauté Origine,258.45,47,Baudry,Paris,France,0.57,8,263,Paris
PO006320,2024-02-14,P00816,50,S002,298.05,5,14902.5,2,2024,2,Soins capillaires,Déesse Cosmétique,332.42,62,Morvan,Paris,France,0.86,9,3,Marseille
PO006321,2024-08-08,P00433,100,S008,214.52,11,21452.0,8,2024,3,Soins capillaires,Essentielle Paris,492.31,36,Gaillard S.A.,Berlin,Allemagne,0.64,7,80,Paris
PO006322,2024-03-02,P00932,150,S017,268.26,12,40239.0,3,2024,5,Soins de la peau,Aroma Sublime,498.41,46,Bodin,Rome,Italie,0.87,5,267,Paris
PO006323,2024-11-07,P00787,200,S029,267.89,6,53578.0,11,2024,3,Parfums,Jardin dâIvoire,305.35,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,244,Paris
PO006324,2024-03-02,P00510,10,S046,106.57,5,1065.6999999999998,3,2024,5,Soins de la peau,Soin Absolu,438.07,42,Roche,Rome,Italie,0.54,4,90,Paris
PO006325,2024-09-28,P00861,150,S008,103.55,13,15532.5,9,2024,5,Soins de la peau,Cosmétika,285.83,57,Gaillard S.A.,Berlin,Allemagne,0.64,7,23,Lyon
PO006326,2024-06-20,P00970,200,S038,171.74,6,34348.0,6,2024,3,Accessoires,Sérum de Lune,175.84,84,Laurent Boyer S.A.R.L.,Copenhague,Danemark,0.98,6,198,Lyon
PO006327,2024-12-22,P00500,75,S028,229.78,2,17233.5,12,2024,6,Soins de la peau,Elixir Haute Beauté,116.07,84,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,131,Paris
PO006328,2024-01-04,P00335,75,S045,265.52,5,19914.0,1,2024,3,Soins capillaires,Elixir Haute Beauté,367.24,42,Lagarde,Berlin,Allemagne,0.53,4,48,Paris
PO006329,2024-03-04,P00166,25,S028,225.08,3,5627.0,3,2024,0,Parfums,Luxe eclat,309.51,47,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,149,Paris
PO006330,2024-05-19,P00174,25,S029,62.21,4,1555.25,5,2024,6,Soins capillaires,Reflet d'or,248.5,80,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13,Marseille
PO006331,2024-07-22,P00831,75,S028,115.34,11,8650.5,7,2024,0,Soins capillaires,Maison Vitalis,116.45,66,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17,Lyon
PO006332,2024-07-06,P00754,200,S008,179.96,10,35992.0,7,2024,5,Maquillage,Natura Solaire,323.91,27,Gaillard S.A.,Berlin,Allemagne,0.64,7,45,Lyon
PO006333,2024-10-06,P00202,150,S010,229.86,4,34479.0,10,2024,6,Maquillage,Maison Pure,85.67,28,Pelletier,Paris,France,0.98,3,239,Lyon
PO006334,2024-12-28,P00068,75,S002,96.14,7,7210.5,12,2024,5,Parfums,Essentielle Paris,231.57,53,Morvan,Paris,France,0.86,9,272,Paris
PO006335,2024-08-04,P00987,150,S029,57.63,6,8644.5,8,2024,6,Accessoires,Jardin dâIvoire,241.51,90,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,254,Lyon
PO006336,2024-01-25,P00529,150,S008,109.97,10,16495.5,1,2024,3,Accessoires,Natura Solaire,488.42,34,Gaillard S.A.,Berlin,Allemagne,0.64,7,297,Paris
PO006337,2024-07-15,P00294,75,S029,229.39,12,17204.25,7,2024,0,Soins capillaires,Reflet d'or,131.2,77,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,26,Lyon
PO006338,2024-10-28,P00556,25,S048,172.83,12,4320.75,10,2024,0,Accessoires,Maison Vitalis,297.76,39,Lecomte,Amsterdam,Pays-Bas,0.65,4,67,Paris
PO006339,2024-06-16,P00655,50,S028,94.28,6,4714.0,6,2024,6,Accessoires,Les Essences Rares,258.64,64,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,261,Lyon
PO006340,2024-03-06,P00391,25,S028,24.98,13,624.5,3,2024,2,Soins de la peau,Luxe eclat,350.19,72,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,35,Paris
PO006341,2024-01-03,P00279,10,S029,52.71,12,527.1,1,2024,2,Maquillage,Reflet d'or,494.11,19,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,48,Paris
PO006342,2024-04-21,P00700,10,S008,176.76,3,1767.6,4,2024,6,Parfums,Héritage Sensuel,340.74,29,Gaillard S.A.,Berlin,Allemagne,0.64,7,276,Lyon
PO006343,2024-06-17,P00033,150,S008,177.58,5,26637.000000000004,6,2024,0,Soins capillaires,Essentielle Paris,374.0,76,Gaillard S.A.,Berlin,Allemagne,0.64,7,126,Paris
PO006344,2024-10-15,P00026,10,S002,192.24,10,1922.4,10,2024,1,Maquillage,Luxe eclat,22.22,90,Morvan,Paris,France,0.86,9,194,Paris
PO006345,2024-01-18,P00320,50,S008,139.64,13,6981.999999999999,1,2024,3,Maquillage,Elixir Haute Beauté,298.44,99,Gaillard S.A.,Berlin,Allemagne,0.64,7,71,Lyon
PO006346,2024-06-26,P00632,500,S043,189.2,10,94600.0,6,2024,2,Soins de la peau,Aroma Sublime,476.87,74,Klein SA,Rome,Italie,0.9,14,258,Paris
PO006347,2024-10-08,P00844,150,S046,173.23,10,25984.5,10,2024,1,Soins de la peau,Le Bain Royal,464.96,74,Roche,Rome,Italie,0.54,4,96,Paris
PO006348,2024-03-22,P00571,150,S028,146.98,5,22047.0,3,2024,4,Parfums,Aura Cristal,363.6,28,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,219,Paris
PO006349,2024-08-09,P00185,50,S012,10.31,7,515.5,8,2024,4,Parfums,Elixir Haute Beauté,180.44,39,Lucas,Stockholm,Suède,1.0,11,228,Lyon
PO006350,2024-02-14,P00107,100,S048,106.29,12,10629.0,2,2024,2,Maquillage,Maison Pure,107.09,46,Lecomte,Amsterdam,Pays-Bas,0.65,4,47,Lyon
PO006351,2024-02-02,P00991,75,S028,298.55,3,22391.25,2,2024,4,Parfums,Déesse Cosmétique,325.6,47,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,218,Lyon
PO006352,2024-12-31,P00623,100,S029,237.67,14,23767.0,12,2024,1,Soins capillaires,Velours Naturel,237.06,53,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,251,Paris
PO006353,2024-05-25,P00419,50,S008,282.43,10,14121.5,5,2024,5,Accessoires,Reflet d'or,352.97,56,Gaillard S.A.,Berlin,Allemagne,0.64,7,185,Paris
PO006354,2024-09-21,P00593,75,S048,255.82,5,19186.5,9,2024,5,Accessoires,Rose & Lin,485.51,61,Lecomte,Amsterdam,Pays-Bas,0.65,4,286,Paris
PO006355,2024-11-17,P00486,500,S008,129.03,8,64515.0,11,2024,6,Maquillage,Luxe eclat,357.18,30,Gaillard S.A.,Berlin,Allemagne,0.64,7,69,Lyon
PO006356,2024-09-06,P00606,50,S012,128.64,12,6431.999999999999,9,2024,4,Maquillage,Maison Vitalis,100.46,50,Lucas,Stockholm,Suède,1.0,11,202,Marseille
PO006357,2024-01-10,P00165,25,S028,99.72,2,2493.0,1,2024,2,Maquillage,Elixir Haute Beauté,59.74,83,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,243,Lyon
PO006358,2024-05-04,P00679,50,S046,55.17,2,2758.5,5,2024,5,Accessoires,Natura Solaire,176.98,15,Roche,Rome,Italie,0.54,4,202,Lyon
PO006359,2024-05-21,P00776,75,S029,194.58,8,14593.500000000002,5,2024,1,Soins de la peau,Clarté Botanique,100.65,19,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,35,Lyon
PO006360,2024-08-23,P00583,10,S008,195.61,11,1956.1,8,2024,4,Soins de la peau,Ãpure d'Azur,192.43,47,Gaillard S.A.,Berlin,Allemagne,0.64,7,23,Paris
PO006361,2024-04-14,P00831,150,S028,160.26,12,24039.0,4,2024,6,Soins capillaires,Maison Vitalis,116.45,66,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17,Lyon
PO006362,2024-09-08,P00339,50,S028,90.23,14,4511.5,9,2024,6,Accessoires,Reflet d'or,347.96,70,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,260,Paris
PO006363,2024-07-20,P00335,50,S028,98.21,5,4910.5,7,2024,5,Soins capillaires,Elixir Haute Beauté,367.24,42,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,48,Paris
PO006364,2024-05-22,P00325,100,S029,94.92,3,9492.0,5,2024,2,Soins de la peau,Elixir Haute Beauté,446.6,98,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,225,Paris
PO006365,2024-09-06,P00119,150,S008,150.69,4,22603.5,9,2024,4,Soins de la peau,Reflet d'or,284.98,67,Gaillard S.A.,Berlin,Allemagne,0.64,7,265,Paris
PO006366,2024-03-03,P00798,500,S008,197.21,5,98605.0,3,2024,6,Parfums,Velours Naturel,69.97,64,Gaillard S.A.,Berlin,Allemagne,0.64,7,279,Lyon
PO006367,2024-06-07,P00319,25,S002,106.87,14,2671.75,6,2024,4,Parfums,Reflet d'or,304.61,96,Morvan,Paris,France,0.86,9,131,Lyon
PO006368,2024-12-24,P00881,50,S008,112.0,8,5600.0,12,2024,1,Soins capillaires,Maison Vitalis,58.84,59,Gaillard S.A.,Berlin,Allemagne,0.64,7,16,Lyon
PO006369,2024-04-29,P00131,25,S029,184.61,13,4615.25,4,2024,0,Maquillage,Luxe eclat,148.97,55,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,92,Lyon
PO006370,2024-01-27,P00205,200,S029,120.82,13,24164.0,1,2024,5,Soins capillaires,Elixir Haute Beauté,108.86,64,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,168,Paris
PO006371,2024-09-30,P00004,75,S029,183.88,14,13791.0,9,2024,0,Accessoires,Reflet d'or,462.8,33,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,57,Paris
PO006372,2024-05-20,P00669,200,S012,177.63,14,35526.0,5,2024,0,Parfums,Le Bain Royal,499.72,81,Lucas,Stockholm,Suède,1.0,11,105,Paris
PO006373,2024-09-25,P00659,500,S039,109.18,10,54590.0,9,2024,2,Soins de la peau,Ligne LumiÃ¨re,34.59,31,Rocher,Helsinki,Finlande,0.76,13,61,Lyon
PO006374,2024-07-18,P00496,75,S008,38.11,12,2858.25,7,2024,3,Soins de la peau,Luxe eclat,83.7,60,Gaillard S.A.,Berlin,Allemagne,0.64,7,161,Paris
PO006375,2024-06-05,P00446,25,S012,280.42,5,7010.5,6,2024,2,Soins capillaires,Luxe eclat,392.77,20,Lucas,Stockholm,Suède,1.0,11,186,Paris
PO006376,2024-01-19,P00057,50,S048,153.55,3,7677.500000000001,1,2024,4,Soins capillaires,Maison Pure,120.75,27,Lecomte,Amsterdam,Pays-Bas,0.65,4,140,Lyon
PO006377,2024-06-25,P00691,10,S029,82.45,5,824.5,6,2024,1,Accessoires,Déesse Cosmétique,210.16,65,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,12,Paris
PO006378,2024-01-12,P00017,150,S010,158.44,10,23766.0,1,2024,4,Soins capillaires,Maison Pure,79.84,37,Pelletier,Paris,France,0.98,3,22,Lyon
PO006379,2024-07-28,P00603,10,S002,208.14,12,2081.4,7,2024,6,Accessoires,Silhouette Paris,316.23,17,Morvan,Paris,France,0.86,9,249,Paris
PO006380,2024-10-22,P00094,75,S029,199.67,5,14975.249999999998,10,2024,1,Maquillage,Reflet d'or,136.72,38,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,23,Paris
PO006381,2024-09-07,P00124,25,S028,244.02,13,6100.5,9,2024,5,Maquillage,Reflet d'or,87.25,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,106,Lyon
PO006382,2024-06-17,P00314,10,S028,188.17,12,1881.7,6,2024,0,Soins de la peau,Reflet d'or,93.87,67,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,190,Lyon
PO006383,2024-11-10,P00237,50,S002,176.72,9,8836.0,11,2024,6,Soins de la peau,Maison Pure,130.4,51,Morvan,Paris,France,0.86,9,144,Lyon
PO006384,2024-07-16,P00737,75,S012,85.84,9,6438.0,7,2024,1,Soins de la peau,Jardin dâIvoire,363.75,21,Lucas,Stockholm,Suède,1.0,11,252,Lyon
PO006385,2024-09-04,P00301,10,S029,287.06,11,2870.6,9,2024,2,Accessoires,Luxe eclat,125.83,41,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,71,Paris
PO006386,2024-02-05,P00123,100,S028,37.02,11,3702.000000000001,2,2024,0,Accessoires,Essentielle Paris,386.53,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,49,Lyon
PO006387,2024-10-08,P00111,100,S008,266.08,3,26608.0,10,2024,1,Soins de la peau,Luxe eclat,412.37,72,Gaillard S.A.,Berlin,Allemagne,0.64,7,16,Lyon
PO006388,2024-02-29,P00852,300,S029,199.06,2,59718.0,2,2024,3,Accessoires,Atelier Minéral,416.51,44,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,194,Lyon
PO006389,2024-04-25,P00119,200,S029,265.23,11,53046.0,4,2024,3,Soins de la peau,Reflet d'or,284.98,67,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,265,Paris
PO006390,2024-03-26,P00301,75,S029,53.59,7,4019.250000000001,3,2024,1,Accessoires,Luxe eclat,125.83,41,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,71,Paris
PO006391,2024-08-07,P00040,150,S043,224.17,3,33625.5,8,2024,2,Parfums,Elixir Haute Beauté,221.08,71,Klein SA,Rome,Italie,0.9,14,216,Lyon
PO006392,2024-08-14,P00974,50,S046,75.34,6,3767.0,8,2024,2,Accessoires,Ãveil Ãlégant,209.35,62,Roche,Rome,Italie,0.54,4,186,Lyon
PO006393,2024-09-30,P00737,75,S008,94.32,2,7073.999999999999,9,2024,0,Soins de la peau,Jardin dâIvoire,363.75,21,Gaillard S.A.,Berlin,Allemagne,0.64,7,252,Lyon
PO006394,2024-08-08,P00487,50,S008,156.34,4,7817.0,8,2024,3,Soins de la peau,Maison Pure,288.63,37,Gaillard S.A.,Berlin,Allemagne,0.64,7,11,Paris
PO006395,2024-04-06,P00242,50,S029,55.02,9,2751.0,4,2024,5,Soins de la peau,Maison Pure,367.89,73,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,264,Lyon
PO006396,2024-12-01,P00789,100,S028,56.6,7,5660.0,12,2024,6,Soins de la peau,Orchidée Noire,494.14,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,269,Paris
PO006397,2024-12-05,P00828,50,S008,32.4,3,1620.0,12,2024,3,Soins capillaires,Silhouette Paris,479.66,84,Gaillard S.A.,Berlin,Allemagne,0.64,7,167,Lyon
PO006398,2024-03-23,P00573,50,S008,186.73,11,9336.5,3,2024,5,Maquillage,Velours Naturel,106.25,37,Gaillard S.A.,Berlin,Allemagne,0.64,7,266,Lyon
PO006399,2024-02-25,P00689,50,S029,40.3,6,2015.0,2,2024,6,Soins de la peau,Orchidée Noire,175.8,57,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5,Paris
PO006400,2024-05-06,P00824,200,S028,122.45,14,24490.0,5,2024,0,Maquillage,Ãveil Ãlégant,370.71,88,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,58,Lyon
PO006401,2024-03-17,P00370,25,S029,224.22,11,5605.5,3,2024,6,Accessoires,Elixir Haute Beauté,412.62,73,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,143,Marseille
PO006402,2024-07-08,P00156,50,S039,204.96,11,10248.0,7,2024,0,Soins de la peau,Luxe eclat,339.22,13,Rocher,Helsinki,Finlande,0.76,13,143,Lyon
PO006403,2024-01-19,P00138,200,S029,111.74,8,22348.0,1,2024,4,Parfums,Essentielle Paris,272.33,95,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,187,Paris
PO006404,2024-08-18,P00554,10,S029,72.81,9,728.1,8,2024,6,Accessoires,Natura Solaire,39.25,44,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,72,Marseille
PO006405,2024-02-01,P00471,300,S028,10.69,8,3207.0,2,2024,3,Parfums,Luxe eclat,208.4,15,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,289,Paris
PO006406,2024-12-02,P00560,200,S012,232.15,13,46430.0,12,2024,0,Soins capillaires,Soin Absolu,439.24,49,Lucas,Stockholm,Suède,1.0,11,159,Lyon
PO006407,2024-08-05,P00323,50,S029,235.98,12,11799.0,8,2024,0,Parfums,Essentielle Paris,147.49,58,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,17,Paris
PO006408,2024-07-01,P00783,100,S028,193.47,9,19347.0,7,2024,0,Soins de la peau,Ãpure d'Azur,311.41,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,46,Paris
PO006409,2024-05-28,P00633,500,S046,260.38,10,130190.0,5,2024,1,Soins capillaires,Ãpure d'Azur,326.78,17,Roche,Rome,Italie,0.54,4,157,Paris
PO006410,2024-10-28,P00874,75,S028,206.21,12,15465.75,10,2024,0,Soins capillaires,Ãveil Ãlégant,412.38,54,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,251,Lyon
PO006411,2024-05-26,P00082,10,S029,136.67,3,1366.6999999999998,5,2024,6,Soins de la peau,Maison Pure,336.28,55,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,181,Lyon
PO006412,2024-09-29,P00718,200,S029,225.6,3,45120.0,9,2024,6,Parfums,Rose & Lin,28.75,48,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,241,Paris
PO006413,2024-01-31,P00204,25,S029,45.71,13,1142.75,1,2024,2,Soins de la peau,Reflet d'or,234.08,54,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,165,Marseille
PO006414,2024-07-18,P00373,50,S028,283.38,11,14169.0,7,2024,3,Parfums,Essentielle Paris,23.07,73,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,213,Paris
PO006415,2024-05-02,P00013,200,S008,86.3,6,17260.0,5,2024,3,Accessoires,Essentielle Paris,236.4,61,Gaillard S.A.,Berlin,Allemagne,0.64,7,219,Lyon
PO006416,2024-05-02,P00980,50,S028,208.18,5,10409.0,5,2024,3,Maquillage,Les Essences Rares,171.4,16,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,158,Paris
PO006417,2024-12-14,P00212,100,S004,72.26,7,7226.000000000001,12,2024,5,Soins capillaires,Maison Pure,427.61,54,Philippe,Rome,Italie,0.57,9,104,Paris
PO006418,2024-11-26,P00525,50,S008,109.9,13,5495.0,11,2024,1,Accessoires,Héritage Sensuel,138.61,72,Gaillard S.A.,Berlin,Allemagne,0.64,7,55,Lyon
PO006419,2024-04-03,P00374,150,S008,84.62,11,12693.0,4,2024,2,Maquillage,Reflet d'or,157.78,41,Gaillard S.A.,Berlin,Allemagne,0.64,7,168,Paris
PO006420,2024-10-20,P00730,25,S010,147.2,8,3680.0,10,2024,6,Soins de la peau,Les Essences Rares,143.25,10,Pelletier,Paris,France,0.98,3,183,Lyon
PO006421,2024-09-10,P00731,50,S004,188.47,13,9423.5,9,2024,1,Accessoires,Maison Vitalis,156.74,49,Philippe,Rome,Italie,0.57,9,59,Paris
PO006422,2024-12-01,P00760,50,S022,137.17,6,6858.499999999999,12,2024,6,Parfums,Soin Absolu,121.78,28,Langlois Vallée SA,Dublin,Irlande,0.88,9,111,Paris
PO006423,2024-02-05,P00551,25,S002,35.7,4,892.5000000000001,2,2024,0,Maquillage,Clarté Botanique,186.05,23,Morvan,Paris,France,0.86,9,31,Paris
PO006424,2024-12-01,P00276,50,S008,196.06,7,9803.0,12,2024,6,Maquillage,Luxe eclat,132.13,44,Gaillard S.A.,Berlin,Allemagne,0.64,7,239,Lyon
PO006425,2024-10-09,P00715,50,S008,214.51,6,10725.5,10,2024,2,Maquillage,LâAtelier du Teint,410.23,30,Gaillard S.A.,Berlin,Allemagne,0.64,7,78,Paris
PO006426,2024-04-07,P00282,300,S046,26.01,14,7803.000000000001,4,2024,6,Accessoires,Maison Pure,346.23,63,Roche,Rome,Italie,0.54,4,160,Lyon
PO006427,2024-07-29,P00183,75,S028,287.96,2,21597.0,7,2024,0,Soins de la peau,Essentielle Paris,258.26,33,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,169,Paris
PO006428,2024-08-26,P00812,75,S033,175.38,11,13153.5,8,2024,0,Parfums,Jardin dâIvoire,404.17,27,Mercier Dupuy S.A.S.,Stockholm,Suède,0.67,14,2,Paris
PO006429,2024-08-23,P00688,75,S028,41.67,5,3125.25,8,2024,4,Soins de la peau,Beauté Origine,22.76,44,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,67,Marseille
PO006430,2024-02-18,P00291,500,S010,137.7,4,68850.0,2,2024,6,Maquillage,Luxe eclat,314.44,91,Pelletier,Paris,France,0.98,3,70,Paris
PO006431,2024-07-27,P00100,100,S036,209.1,14,20910.0,7,2024,5,Soins de la peau,Elixir Haute Beauté,118.39,88,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,15,Marseille
PO006432,2024-03-28,P00389,100,S046,88.39,2,8839.0,3,2024,3,Soins de la peau,Reflet d'or,69.2,37,Roche,Rome,Italie,0.54,4,92,Lyon
PO006433,2024-11-19,P00168,50,S048,213.63,13,10681.5,11,2024,1,Maquillage,Essentielle Paris,206.86,13,Lecomte,Amsterdam,Pays-Bas,0.65,4,61,Paris
PO006434,2024-06-12,P00893,75,S008,250.95,3,18821.25,6,2024,2,Parfums,Rose & Lin,311.0,27,Gaillard S.A.,Berlin,Allemagne,0.64,7,137,Paris
PO006435,2024-02-05,P00597,25,S014,39.05,11,976.25,2,2024,0,Accessoires,Infusion Précieuse,101.48,62,Guillon,Rome,Italie,0.91,7,280,Paris
PO006436,2024-05-29,P00463,100,S029,247.26,8,24726.0,5,2024,2,Accessoires,Essentielle Paris,50.82,34,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,248,Marseille
PO006437,2024-06-11,P00303,50,S008,13.75,8,687.5,6,2024,1,Soins de la peau,Essentielle Paris,394.2,29,Gaillard S.A.,Berlin,Allemagne,0.64,7,39,Paris
PO006438,2024-08-05,P00669,100,S002,23.67,11,2367.0,8,2024,0,Parfums,Le Bain Royal,499.72,81,Morvan,Paris,France,0.86,9,105,Paris
PO006439,2024-10-21,P00828,25,S010,132.12,7,3303.0,10,2024,0,Soins capillaires,Silhouette Paris,479.66,84,Pelletier,Paris,France,0.98,3,167,Lyon
PO006440,2024-04-11,P00513,50,S028,28.55,4,1427.5,4,2024,3,Soins de la peau,Beauté Origine,182.94,43,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,298,Lyon
PO006441,2024-10-20,P00723,75,S028,108.33,13,8124.75,10,2024,6,Parfums,Velours Naturel,136.87,73,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,285,Lyon
