id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine
PO004157,2024-04-22,P00116,300,S008,286.05,10,85815.0,4,2024,0
PO004158,2024-11-30,P00807,25,S048,125.01,10,3125.25,11,2024,5
PO004159,2024-11-02,P00397,10,S029,47.5,13,475.0,11,2024,5
PO004160,2024-04-15,P00060,25,S012,275.12,11,6878.0,4,2024,0
PO004161,2024-02-20,P00822,200,S029,30.66,7,6132.0,2,2024,1
PO004162,2024-07-21,P00543,25,S028,131.82,3,3295.5,7,2024,6
PO004163,2024-09-27,P00607,75,S028,95.32,5,7148.999999999999,9,2024,4
PO004164,2024-04-03,P00573,25,S027,231.12,11,5778.0,4,2024,2
PO004165,2024-12-24,P00513,10,S002,13.59,10,135.9,12,2024,1
PO004166,2024-03-02,P00048,10,S042,245.77,14,2457.7000000000003,3,2024,5
PO004167,2024-05-20,P00939,100,S029,128.55,14,12855.000000000002,5,2024,0
PO004168,2024-01-10,P00722,25,S002,151.82,10,3795.5,1,2024,2
PO004169,2024-04-24,P00968,25,S046,166.08,7,4152.0,4,2024,2
PO004170,2024-02-20,P00211,50,S028,157.83,7,7891.500000000001,2,2024,1
PO004171,2024-09-20,P00253,100,S029,233.35,3,23335.0,9,2024,4
PO004172,2024-05-19,P00118,75,S029,179.48,12,13461.0,5,2024,6
PO004173,2024-02-22,P00255,300,S011,197.04,6,59112.0,2,2024,3
PO004174,2024-09-29,P00759,50,S046,223.52,5,11176.0,9,2024,6
PO004175,2024-08-01,P00606,25,S017,73.19,14,1829.75,8,2024,3
PO004176,2024-12-21,P00052,75,S005,263.9,2,19792.5,12,2024,5
PO004177,2024-01-11,P00534,75,S029,292.38,12,21928.5,1,2024,3
PO004178,2024-01-06,P00887,150,S003,294.14,14,44121.0,1,2024,5
PO004179,2024-10-14,P00772,300,S012,252.31,2,75693.0,10,2024,0
PO004180,2024-07-10,P00009,150,S008,20.54,10,3081.0,7,2024,2
PO004181,2024-07-02,P00879,50,S028,131.14,3,6556.999999999999,7,2024,1
PO004182,2024-06-19,P00306,25,S029,32.22,7,805.5,6,2024,2
PO004183,2024-01-29,P00829,200,S016,201.47,5,40294.0,1,2024,0
PO004184,2024-02-08,P00917,50,S008,86.75,5,4337.5,2,2024,3
PO004185,2024-06-14,P00397,150,S028,27.96,2,4194.0,6,2024,4
PO004186,2024-06-07,P00761,500,S028,173.12,9,86560.0,6,2024,4
PO004187,2024-12-24,P00942,75,S029,89.05,9,6678.75,12,2024,1
PO004188,2024-05-24,P00816,75,S008,270.3,5,20272.5,5,2024,4
PO004189,2024-08-27,P00374,100,S029,185.69,6,18569.0,8,2024,1
PO004190,2024-01-07,P00497,25,S029,142.44,12,3561.0,1,2024,6
PO004191,2024-07-15,P00996,75,S002,178.11,8,13358.250000000002,7,2024,0
PO004192,2024-11-23,P00649,50,S028,284.83,2,14241.5,11,2024,5
PO004193,2024-10-30,P00352,25,S029,11.29,5,282.25,10,2024,2
PO004194,2024-02-08,P00565,100,S002,160.46,12,16046.0,2,2024,3
PO004195,2024-02-09,P00220,75,S029,210.57,11,15792.75,2,2024,4
PO004196,2024-01-08,P00351,150,S008,40.14,3,6021.0,1,2024,0
PO004197,2024-04-30,P00423,200,S046,126.87,7,25374.0,4,2024,1
PO004198,2024-09-17,P00640,25,S046,62.04,8,1551.0,9,2024,1
PO004199,2024-06-12,P00281,150,S029,296.21,13,44431.5,6,2024,2
PO004200,2024-08-29,P00151,50,S008,268.61,5,13430.5,8,2024,3
PO004201,2024-06-28,P00724,100,S029,58.94,14,5894.0,6,2024,4
PO004202,2024-04-24,P00870,200,S010,192.76,7,38552.0,4,2024,2
PO004203,2024-02-17,P00796,50,S029,83.92,14,4196.0,2,2024,5
PO004204,2024-10-03,P00562,100,S028,29.96,7,2996.0,10,2024,3
PO004205,2024-05-17,P00948,75,S010,30.8,3,2310.0,5,2024,4
PO004206,2024-06-18,P00170,150,S028,197.92,14,29687.999999999996,6,2024,1
PO004207,2024-04-07,P00424,100,S029,154.61,6,15461.000000000002,4,2024,6
PO004208,2024-02-21,P00036,150,S028,236.83,7,35524.5,2,2024,2
PO004209,2024-05-13,P00091,50,S008,246.26,9,12313.0,5,2024,0
PO004210,2024-10-31,P00397,100,S008,217.43,11,21743.0,10,2024,3
PO004211,2024-11-19,P00319,100,S029,78.57,4,7856.999999999999,11,2024,1
PO004212,2024-05-11,P00949,75,S008,235.78,8,17683.5,5,2024,5
PO004213,2024-01-13,P00863,50,S008,102.27,14,5113.5,1,2024,5
PO004214,2024-08-12,P00934,50,S012,158.89,5,7944.499999999999,8,2024,0
PO004215,2024-04-29,P00614,10,S008,133.91,4,1339.1,4,2024,0
PO004216,2024-06-16,P00864,25,S005,30.95,8,773.75,6,2024,6
PO004217,2024-04-11,P00661,10,S002,200.29,11,2002.8999999999999,4,2024,3
PO004218,2024-12-05,P00068,150,S050,96.29,4,14443.500000000002,12,2024,3
PO004219,2024-03-12,P00724,200,S008,253.24,10,50648.0,3,2024,1
PO004220,2024-11-21,P00553,150,S010,69.65,5,10447.5,11,2024,3
PO004221,2024-02-29,P00930,150,S012,280.14,9,42021.0,2,2024,3
PO004222,2024-08-18,P00058,25,S008,291.26,3,7281.5,8,2024,6
PO004223,2024-11-08,P00825,75,S008,133.92,10,10043.999999999998,11,2024,4
PO004224,2024-10-03,P00643,200,S008,290.71,4,58141.99999999999,10,2024,3
PO004225,2024-12-18,P00437,150,S008,263.35,4,39502.5,12,2024,2
PO004226,2024-12-11,P00456,10,S008,279.83,5,2798.2999999999997,12,2024,2
PO004227,2024-10-15,P00977,75,S038,177.07,2,13280.25,10,2024,1
PO004228,2024-10-06,P00257,10,S028,126.71,14,1267.1,10,2024,6
PO004229,2024-07-24,P00134,50,S046,24.99,11,1249.5,7,2024,2
PO004230,2024-11-03,P00287,50,S028,182.7,4,9135.0,11,2024,6
PO004231,2024-10-14,P00309,200,S029,116.55,13,23310.0,10,2024,0
PO004232,2024-10-10,P00920,100,S008,176.33,2,17633.0,10,2024,3
PO004233,2024-02-07,P00904,50,S028,101.81,11,5090.5,2,2024,2
PO004234,2024-08-30,P00565,75,S010,232.88,4,17466.0,8,2024,4
PO004235,2024-04-09,P00032,150,S048,219.8,14,32970.0,4,2024,1
PO004236,2024-08-09,P00860,50,S012,34.64,5,1732.0,8,2024,4
PO004237,2024-01-27,P00960,100,S010,259.89,6,25989.0,1,2024,5
PO004238,2024-11-17,P00906,50,S029,150.16,14,7508.0,11,2024,6
PO004239,2024-10-12,P00884,75,S028,206.84,12,15513.0,10,2024,5
PO004240,2024-11-20,P00402,10,S037,180.25,14,1802.5,11,2024,2
PO004241,2024-09-27,P00031,200,S028,184.14,11,36828.0,9,2024,4
PO004242,2024-09-25,P00202,10,S008,285.27,12,2852.7,9,2024,2
PO004243,2024-04-30,P00105,25,S018,163.57,14,4089.25,4,2024,1
PO004244,2024-04-11,P00947,50,S029,259.87,5,12993.5,4,2024,3
PO004245,2024-01-14,P00412,100,S013,65.03,8,6503.0,1,2024,6
PO004246,2024-10-08,P00706,100,S029,276.23,12,27623.0,10,2024,1
PO004247,2024-03-03,P00737,10,S002,97.96,10,979.5999999999999,3,2024,6
PO004248,2024-08-25,P00938,10,S008,289.37,6,2893.7,8,2024,6
PO004249,2024-09-27,P00733,150,S028,108.42,6,16263.0,9,2024,4
PO004250,2024-12-28,P00964,100,S008,268.67,13,26867.0,12,2024,5
PO004251,2024-05-07,P00344,150,S029,52.17,14,7825.5,5,2024,1
PO004252,2024-07-11,P00784,100,S010,69.73,4,6973.0,7,2024,3
PO004253,2024-05-19,P00017,150,S008,21.31,5,3196.5,5,2024,6
PO004254,2024-01-14,P00183,50,S028,78.27,7,3913.5,1,2024,6
PO004255,2024-09-28,P00518,75,S025,82.35,9,6176.25,9,2024,5
PO004256,2024-11-04,P00977,150,S004,44.22,14,6633.0,11,2024,0
PO004257,2024-11-05,P00530,25,S008,196.65,12,4916.25,11,2024,1
PO004258,2024-12-23,P00298,50,S029,246.23,9,12311.5,12,2024,0
PO004259,2024-03-05,P00269,100,S006,116.35,5,11635.0,3,2024,1
PO004260,2024-01-03,P00665,75,S028,46.83,12,3512.25,1,2024,2
PO004261,2024-07-08,P00752,100,S012,140.94,5,14094.0,7,2024,0
PO004262,2024-12-29,P00239,50,S028,73.16,11,3658.0,12,2024,6
PO004263,2024-10-01,P00722,10,S029,119.83,2,1198.3,10,2024,1
PO004264,2024-02-08,P00851,10,S028,86.98,12,869.8000000000001,2,2024,3
PO004265,2024-10-28,P00692,300,S008,144.23,12,43269.0,10,2024,0
PO004266,2024-03-01,P00537,300,S008,88.65,10,26595.0,3,2024,4
PO004267,2024-06-14,P00653,25,S008,94.51,2,2362.75,6,2024,4
PO004268,2024-03-05,P00371,25,S029,17.03,6,425.75,3,2024,1
PO004269,2024-11-14,P00335,10,S024,253.23,6,2532.2999999999997,11,2024,3
PO004270,2024-06-19,P00272,25,S046,91.68,2,2292.0,6,2024,2
PO004271,2024-08-10,P00554,50,S044,214.05,5,10702.5,8,2024,5
PO004272,2024-12-21,P00774,25,S028,121.06,8,3026.5,12,2024,5
PO004273,2024-11-23,P00034,150,S008,82.27,10,12340.5,11,2024,5
PO004274,2024-07-13,P00207,100,S010,199.98,12,19998.0,7,2024,5
PO004275,2024-07-14,P00081,10,S028,61.08,8,610.8,7,2024,6
PO004276,2024-10-29,P00056,100,S028,281.72,12,28172.000000000004,10,2024,1
PO004277,2024-01-23,P00643,75,S028,87.11,3,6533.25,1,2024,1
PO004278,2024-03-26,P00026,25,S029,25.2,6,630.0,3,2024,1
PO004279,2024-04-09,P00482,100,S008,226.21,12,22621.0,4,2024,1
PO004280,2024-06-12,P00758,10,S012,53.8,6,538.0,6,2024,2
PO004281,2024-12-18,P00587,25,S028,241.92,7,6048.0,12,2024,2
PO004282,2024-03-15,P00755,25,S008,35.38,12,884.5000000000001,3,2024,4
PO004283,2024-06-30,P00524,300,S037,226.03,14,67809.0,6,2024,6
PO004284,2024-09-05,P00537,100,S003,83.1,12,8310.0,9,2024,3
PO004285,2024-02-16,P00072,50,S008,231.19,4,11559.5,2,2024,4
PO004286,2024-09-14,P00006,150,S029,111.38,9,16707.0,9,2024,5
PO004287,2024-06-28,P00509,25,S029,292.42,8,7310.5,6,2024,4
PO004288,2024-07-13,P00320,300,S008,129.76,9,38928.0,7,2024,5
PO004289,2024-04-18,P00066,100,S029,197.55,11,19755.0,4,2024,3
PO004290,2024-02-21,P00609,75,S033,29.87,9,2240.25,2,2024,2
PO004291,2024-03-26,P00250,150,S028,150.32,10,22548.0,3,2024,1
PO004292,2024-04-12,P00502,100,S008,243.92,11,24392.0,4,2024,4
PO004293,2024-10-11,P00590,200,S012,283.66,12,56732.00000000001,10,2024,4
PO004294,2024-11-20,P00968,150,S029,111.18,9,16677.0,11,2024,2
PO004295,2024-04-23,P00775,25,S008,149.32,9,3733.0,4,2024,1
PO004296,2024-04-01,P00800,25,S008,39.05,13,976.2499999999999,4,2024,0
PO004297,2024-09-02,P00692,10,S012,116.11,13,1161.1,9,2024,0
PO004298,2024-04-03,P00482,25,S029,174.22,14,4355.5,4,2024,2
PO004299,2024-12-29,P00219,50,S008,166.12,4,8306.0,12,2024,6
PO004300,2024-08-05,P00673,10,S012,196.94,4,1969.4,8,2024,0
PO004301,2024-11-04,P00305,50,S008,258.72,14,12936.000000000002,11,2024,0
PO004302,2024-10-02,P00473,150,S029,149.82,7,22473.0,10,2024,2
PO004303,2024-11-25,P00540,150,S029,284.28,4,42641.99999999999,11,2024,0
PO004304,2024-10-04,P00862,10,S028,218.1,3,2181.0,10,2024,4
PO004305,2024-01-29,P00421,10,S008,119.37,11,1193.7,1,2024,0
PO004306,2024-07-28,P00350,25,S028,10.38,5,259.5,7,2024,6
PO004307,2024-10-23,P00057,200,S008,118.71,13,23742.0,10,2024,2
PO004308,2024-01-03,P00978,75,S050,56.27,9,4220.25,1,2024,2
PO004309,2024-02-09,P00236,500,S008,53.88,8,26940.0,2,2024,4
PO004310,2024-03-28,P00732,200,S028,115.08,6,23016.0,3,2024,3
PO004311,2024-09-05,P00926,200,S029,139.12,10,27824.0,9,2024,3
PO004312,2024-08-18,P00026,25,S043,240.86,8,6021.5,8,2024,6
PO004313,2024-07-22,P00948,75,S046,228.85,12,17163.75,7,2024,0
PO004314,2024-10-19,P00234,500,S029,147.47,13,73735.0,10,2024,5
PO004315,2024-12-18,P00770,25,S008,267.57,3,6689.25,12,2024,2
PO004316,2024-07-21,P00947,75,S029,280.28,14,21020.999999999996,7,2024,6
PO004317,2024-08-02,P00205,50,S008,191.64,14,9582.0,8,2024,4
PO004318,2024-10-10,P00029,50,S012,197.42,9,9871.0,10,2024,3
PO004319,2024-10-22,P00924,200,S008,214.03,9,42806.0,10,2024,1
PO004320,2024-02-19,P00645,75,S008,78.24,6,5868.0,2,2024,0
PO004321,2024-05-10,P00602,150,S002,170.96,7,25644.0,5,2024,4
PO004322,2024-09-07,P00986,100,S008,253.79,5,25379.0,9,2024,5
PO004323,2024-04-12,P00928,75,S027,240.56,10,18042.0,4,2024,4
PO004324,2024-07-13,P00702,150,S002,172.39,6,25858.499999999996,7,2024,5
PO004325,2024-06-06,P00498,500,S028,175.24,5,87620.0,6,2024,3
PO004326,2024-04-05,P00517,300,S029,212.79,6,63837.0,4,2024,4
PO004327,2024-02-16,P00712,150,S017,22.91,10,3436.5,2,2024,4
PO004328,2024-02-12,P00627,75,S028,287.03,10,21527.249999999996,2,2024,0
PO004329,2024-11-12,P00731,25,S028,242.35,10,6058.75,11,2024,1
PO004330,2024-08-03,P00774,10,S014,79.7,5,797.0,8,2024,5
PO004331,2024-12-04,P00073,25,S029,119.6,5,2990.0,12,2024,2
PO004332,2024-08-26,P00337,50,S011,131.82,8,6591.0,8,2024,0
PO004333,2024-03-19,P00323,25,S029,163.9,4,4097.5,3,2024,1
PO004334,2024-10-24,P00727,25,S048,272.2,2,6805.0,10,2024,3
PO004335,2024-09-13,P00776,10,S012,70.86,3,708.6,9,2024,4
PO004336,2024-12-06,P00617,75,S028,127.49,9,9561.75,12,2024,4
PO004337,2024-12-29,P00403,25,S008,154.28,6,3857.0,12,2024,6
PO004338,2024-01-25,P00272,100,S029,145.07,7,14507.0,1,2024,3
PO004339,2024-04-25,P00117,50,S028,119.53,2,5976.5,4,2024,3
PO004340,2024-05-17,P00483,100,S028,141.99,11,14199.0,5,2024,4
PO004341,2024-04-26,P00108,200,S040,232.81,8,46562.0,4,2024,4
PO004342,2024-02-13,P00334,10,S008,193.92,3,1939.1999999999998,2,2024,1
PO004343,2024-12-30,P00251,500,S050,242.09,2,121045.0,12,2024,0
PO004344,2024-01-10,P00803,100,S028,10.95,2,1095.0,1,2024,2
PO004345,2024-04-10,P00266,10,S010,153.4,11,1534.0,4,2024,2
PO004346,2024-11-25,P00238,50,S028,20.77,14,1038.5,11,2024,0
PO004347,2024-07-03,P00330,200,S048,155.66,5,31132.0,7,2024,2
PO004348,2024-04-04,P00442,75,S029,196.33,2,14724.750000000002,4,2024,3
PO004349,2024-09-19,P00310,50,S042,65.2,13,3260.0,9,2024,3
PO004350,2024-04-18,P00055,300,S029,209.17,3,62750.99999999999,4,2024,3
PO004351,2024-11-26,P00877,150,S008,186.37,10,27955.5,11,2024,1
PO004352,2024-04-22,P00998,100,S008,179.66,9,17966.0,4,2024,0
PO004353,2024-12-22,P00695,200,S010,195.45,3,39090.0,12,2024,6
PO004354,2024-10-05,P00265,150,S029,102.93,5,15439.500000000002,10,2024,5
PO004355,2024-12-06,P00334,50,S012,173.64,2,8682.0,12,2024,4
PO004356,2024-08-27,P00892,75,S035,69.92,14,5244.0,8,2024,1
PO004357,2024-05-20,P00440,150,S008,252.32,13,37848.0,5,2024,0
PO004358,2024-05-10,P00531,25,S008,175.9,5,4397.5,5,2024,4
PO004359,2024-08-28,P00374,25,S049,198.12,10,4953.0,8,2024,2
PO004360,2024-10-24,P00441,25,S029,85.84,2,2146.0,10,2024,3
PO004361,2024-05-25,P00371,25,S012,22.19,2,554.75,5,2024,5
PO004362,2024-03-29,P00866,25,S002,76.69,2,1917.25,3,2024,4
PO004363,2024-04-11,P00051,150,S029,96.56,14,14484.0,4,2024,3
PO004364,2024-03-20,P00954,150,S028,263.07,7,39460.5,3,2024,2
PO004365,2024-09-28,P00229,25,S011,283.33,10,7083.25,9,2024,5
PO004366,2024-01-04,P00613,100,S003,85.78,4,8578.0,1,2024,3
PO004367,2024-05-01,P00523,100,S014,95.88,9,9588.0,5,2024,2
PO004368,2024-04-19,P00421,50,S002,216.64,13,10832.0,4,2024,4
PO004369,2024-10-15,P00558,25,S002,101.72,7,2543.0,10,2024,1
PO004370,2024-01-06,P00128,50,S002,64.68,9,3234.0000000000005,1,2024,5
PO004371,2024-10-26,P00395,100,S008,159.55,10,15955.000000000002,10,2024,5
PO004372,2024-05-18,P00135,50,S029,134.74,14,6737.0,5,2024,5
PO004373,2024-06-15,P00298,50,S029,18.88,12,944.0,6,2024,5
PO004374,2024-04-02,P00979,10,S028,170.01,6,1700.1,4,2024,1
PO004375,2024-12-13,P00207,200,S029,178.35,2,35670.0,12,2024,4
PO004376,2024-06-13,P00590,150,S012,83.0,14,12450.0,6,2024,3
PO004377,2024-05-04,P00207,75,S008,178.36,2,13377.000000000002,5,2024,5
PO004378,2024-06-13,P00822,300,S029,76.57,8,22970.999999999996,6,2024,3
PO004379,2024-02-13,P00824,50,S015,134.76,5,6738.0,2,2024,1
PO004380,2024-08-25,P00064,100,S029,276.6,13,27660.000000000004,8,2024,6
PO004381,2024-11-04,P00315,50,S048,20.81,8,1040.5,11,2024,0
PO004382,2024-02-04,P00753,50,S028,297.01,4,14850.5,2,2024,6
PO004383,2024-11-28,P00567,150,S010,58.62,3,8793.0,11,2024,3
PO004384,2024-08-30,P00141,150,S008,30.57,11,4585.5,8,2024,4
PO004385,2024-02-28,P00819,50,S029,202.69,4,10134.5,2,2024,2
PO004386,2024-04-10,P00829,10,S029,109.09,13,1090.9,4,2024,2
PO004387,2024-09-22,P00796,50,S008,252.2,8,12610.0,9,2024,6
PO004388,2024-09-16,P00435,150,S046,211.99,3,31798.5,9,2024,0
PO004389,2024-01-20,P00499,25,S028,59.82,4,1495.5,1,2024,5
PO004390,2024-05-30,P00468,100,S029,183.62,9,18362.0,5,2024,3
PO004391,2024-03-26,P00768,200,S048,266.6,11,53320.00000000001,3,2024,1
PO004392,2024-01-20,P00583,25,S028,63.58,14,1589.5,1,2024,5
PO004393,2024-05-31,P00440,200,S020,58.38,14,11676.0,5,2024,4
PO004394,2024-11-21,P00739,10,S028,209.37,11,2093.7,11,2024,3
PO004395,2024-10-30,P00481,100,S028,282.93,11,28293.0,10,2024,2
PO004396,2024-11-13,P00659,150,S029,278.48,7,41772.0,11,2024,2
PO004397,2024-07-21,P00317,50,S032,28.24,8,1412.0,7,2024,6
PO004398,2024-11-28,P00359,25,S033,157.04,10,3926.0,11,2024,3
PO004399,2024-07-21,P00944,300,S040,65.9,12,19770.0,7,2024,6
PO004400,2024-07-17,P00350,10,S028,184.54,13,1845.3999999999999,7,2024,2
PO004401,2024-07-08,P00502,75,S002,196.38,2,14728.5,7,2024,0
PO004402,2024-10-06,P00908,50,S028,120.43,10,6021.5,10,2024,6
PO004403,2024-01-26,P00301,75,S048,26.69,5,2001.75,1,2024,4
PO004404,2024-11-28,P00622,75,S032,146.5,4,10987.5,11,2024,3
PO004405,2024-11-11,P00956,75,S012,133.04,12,9978.0,11,2024,0
PO004406,2024-11-27,P00143,25,S008,214.29,11,5357.25,11,2024,2
PO004407,2024-12-31,P00632,100,S008,153.58,3,15358.000000000002,12,2024,1
PO004408,2024-09-14,P00856,10,S048,184.55,5,1845.5,9,2024,5
PO004409,2024-05-04,P00633,10,S016,149.16,2,1491.6,5,2024,5
PO004410,2024-11-14,P00010,75,S048,89.63,4,6722.25,11,2024,3
PO004411,2024-11-01,P00411,75,S028,134.04,11,10053.0,11,2024,4
PO004412,2024-11-29,P00836,50,S008,276.42,5,13821.0,11,2024,4
PO004413,2024-09-22,P00292,75,S028,98.63,6,7397.25,9,2024,6
PO004414,2024-12-20,P00865,75,S029,181.72,6,13629.0,12,2024,4
PO004415,2024-11-09,P00971,50,S010,28.64,11,1432.0,11,2024,5
PO004416,2024-05-20,P00217,100,S029,89.05,5,8905.0,5,2024,0
PO004417,2024-04-04,P00033,300,S028,40.29,9,12087.0,4,2024,3
PO004418,2024-11-02,P00927,75,S010,174.24,12,13068.0,11,2024,5
PO004419,2024-09-02,P00904,150,S028,227.24,6,34086.0,9,2024,0
PO004420,2024-12-10,P00171,25,S028,121.49,5,3037.25,12,2024,1
PO004421,2024-05-08,P00137,150,S048,133.85,13,20077.5,5,2024,2
PO004422,2024-10-23,P00526,100,S008,196.69,3,19669.0,10,2024,2
PO004423,2024-12-10,P00351,100,S010,26.29,14,2629.0,12,2024,1
PO004424,2024-04-15,P00424,200,S028,210.81,12,42162.0,4,2024,0
PO004425,2024-12-11,P00032,25,S010,58.81,9,1470.25,12,2024,2
PO004426,2024-09-24,P00218,50,S010,105.94,11,5297.0,9,2024,1
PO004427,2024-03-04,P00605,10,S008,198.66,9,1986.6,3,2024,0
PO004428,2024-01-28,P00738,100,S010,110.44,11,11044.0,1,2024,6
PO004429,2024-12-21,P00154,150,S028,255.19,11,38278.5,12,2024,5
PO004430,2024-06-01,P00286,50,S028,121.99,2,6099.5,6,2024,5
PO004431,2024-05-18,P00723,50,S048,247.78,5,12389.0,5,2024,5
PO004432,2024-07-05,P00807,100,S048,287.87,5,28787.0,7,2024,4
PO004433,2024-01-29,P00722,10,S029,194.18,5,1941.8000000000002,1,2024,0
PO004434,2024-12-22,P00237,50,S028,131.99,4,6599.5,12,2024,6
PO004435,2024-12-05,P00589,50,S008,16.46,7,823.0,12,2024,3
PO004436,2024-05-22,P00835,75,S037,266.86,8,20014.5,5,2024,2
PO004437,2024-03-01,P00186,75,S044,278.45,4,20883.75,3,2024,4
PO004438,2024-01-14,P00139,25,S008,116.13,13,2903.25,1,2024,6
PO004439,2024-01-13,P00511,75,S028,83.91,10,6293.25,1,2024,5
PO004440,2024-06-24,P00278,300,S010,236.18,6,70854.0,6,2024,0
PO004441,2024-10-28,P00438,10,S029,228.18,6,2281.8,10,2024,0
PO004442,2024-07-28,P00426,100,S021,84.16,10,8416.0,7,2024,6
PO004443,2024-09-21,P00184,100,S028,24.09,2,2409.0,9,2024,5
PO004444,2024-10-27,P00440,300,S033,117.53,9,35259.0,10,2024,6
PO004445,2024-12-11,P00158,100,S008,12.36,10,1236.0,12,2024,2
PO004446,2024-09-22,P00071,100,S008,291.64,14,29164.0,9,2024,6
PO004447,2024-12-31,P00420,150,S012,110.05,8,16507.5,12,2024,1
PO004448,2024-08-01,P00615,50,S032,53.83,3,2691.5,8,2024,3
PO004449,2024-03-15,P00033,75,S022,293.19,2,21989.25,3,2024,4
PO004450,2024-01-24,P00271,75,S008,228.0,14,17100.0,1,2024,2
PO004451,2024-07-13,P00762,50,S008,56.25,7,2812.5,7,2024,5
PO004452,2024-04-08,P00910,10,S012,61.87,8,618.6999999999999,4,2024,0
PO004453,2024-07-21,P00540,50,S028,288.73,13,14436.5,7,2024,6
PO004454,2024-07-13,P00481,50,S029,175.87,4,8793.5,7,2024,5
PO004455,2024-11-26,P00287,100,S028,282.13,4,28213.0,11,2024,1
PO004456,2024-02-25,P00420,300,S045,74.32,7,22295.999999999996,2,2024,6
PO004457,2024-12-02,P00647,25,S028,109.01,11,2725.25,12,2024,0
PO004458,2024-03-03,P00629,10,S012,286.02,7,2860.2,3,2024,6
PO004459,2024-12-03,P00628,500,S010,79.36,9,39680.0,12,2024,1
PO004460,2024-05-29,P00563,100,S028,120.27,10,12027.0,5,2024,2
PO004461,2024-08-26,P00848,200,S029,50.5,7,10100.0,8,2024,0
PO004462,2024-12-07,P00289,25,S028,206.51,3,5162.75,12,2024,5
PO004463,2024-10-23,P00787,150,S012,67.09,12,10063.5,10,2024,2
PO004464,2024-01-05,P00215,150,S010,176.9,8,26535.0,1,2024,4
PO004465,2024-12-27,P00210,25,S029,271.42,9,6785.5,12,2024,4
PO004466,2024-06-22,P00944,25,S028,17.8,5,445.0,6,2024,5
PO004467,2024-12-28,P00242,50,S013,245.14,4,12257.0,12,2024,5
PO004468,2024-09-15,P00187,25,S046,64.21,12,1605.2499999999998,9,2024,6
PO004469,2024-10-05,P00870,500,S012,108.98,4,54490.0,10,2024,5
PO004470,2024-03-10,P00987,50,S008,269.28,9,13463.999999999998,3,2024,6
PO004471,2024-05-18,P00053,150,S008,104.8,11,15720.0,5,2024,5
PO004472,2024-03-08,P00265,150,S048,202.62,6,30393.0,3,2024,4
PO004473,2024-01-09,P00735,50,S029,282.31,4,14115.5,1,2024,1
PO004474,2024-11-06,P00637,100,S028,150.89,8,15088.999999999998,11,2024,2
PO004475,2024-12-24,P00977,25,S010,71.18,11,1779.5000000000002,12,2024,1
PO004476,2024-11-04,P00143,50,S006,231.68,11,11584.0,11,2024,0
PO004477,2024-10-02,P00747,300,S008,168.0,14,50400.0,10,2024,2
PO004478,2024-08-07,P00909,25,S008,62.48,13,1562.0,8,2024,2
PO004479,2024-01-28,P00691,50,S011,27.07,6,1353.5,1,2024,6
PO004480,2024-02-24,P00762,150,S048,256.84,7,38525.99999999999,2,2024,5
PO004481,2024-10-08,P00444,100,S048,294.43,9,29443.0,10,2024,1
PO004482,2024-07-29,P00889,100,S028,146.42,10,14641.999999999998,7,2024,0
PO004483,2024-12-11,P00836,200,S008,276.44,2,55288.0,12,2024,2
PO004484,2024-03-03,P00732,10,S010,67.61,3,676.1,3,2024,6
PO004485,2024-07-05,P00344,150,S028,87.45,13,13117.5,7,2024,4
PO004486,2024-10-02,P00988,200,S002,97.93,6,19586.0,10,2024,2
PO004487,2024-12-30,P00720,10,S028,184.19,13,1841.9,12,2024,0
PO004488,2024-09-21,P00080,75,S029,236.43,8,17732.25,9,2024,5
PO004489,2024-11-16,P00143,50,S036,34.97,9,1748.5,11,2024,5
PO004490,2024-11-14,P00981,10,S002,38.55,2,385.5,11,2024,3
PO004491,2024-07-20,P00814,50,S002,70.48,5,3524.0,7,2024,5
PO004492,2024-08-11,P00574,100,S029,11.99,7,1199.0,8,2024,6
PO004493,2024-12-29,P00647,200,S048,236.19,12,47238.0,12,2024,6
PO004494,2024-07-30,P00136,100,S012,296.61,4,29661.0,7,2024,1
PO004495,2024-06-30,P00815,200,S008,258.93,4,51786.0,6,2024,6
PO004496,2024-01-26,P00372,25,S028,142.11,10,3552.7500000000005,1,2024,4
PO004497,2024-12-08,P00229,25,S008,93.68,8,2342.0,12,2024,6
PO004498,2024-09-26,P00050,500,S002,228.96,5,114480.0,9,2024,3
PO004499,2024-01-06,P00001,200,S033,153.82,5,30764.0,1,2024,5
PO004500,2024-01-19,P00518,25,S028,130.02,12,3250.5000000000005,1,2024,4
PO004501,2024-07-04,P00055,100,S047,156.17,14,15616.999999999998,7,2024,3
PO004502,2024-12-31,P00107,50,S012,144.92,13,7245.999999999999,12,2024,1
PO004503,2024-05-20,P00703,75,S012,248.73,2,18654.75,5,2024,0
PO004504,2024-03-03,P00147,200,S048,251.75,6,50350.0,3,2024,6
PO004505,2024-12-23,P00526,100,S029,237.42,8,23742.0,12,2024,0
PO004506,2024-08-04,P00436,25,S029,135.2,3,3379.9999999999995,8,2024,6
PO004507,2024-06-11,P00522,50,S029,19.74,10,986.9999999999999,6,2024,1
PO004508,2024-10-22,P00440,50,S046,94.29,7,4714.5,10,2024,1
PO004509,2024-03-29,P00538,150,S028,132.01,9,19801.5,3,2024,4
