id_commande,id_produit,date_retour,motif,mois
O000729,P00948,2024-09-24,Mauvaise référence,2024-09
O016508,P00212,2024-06-28,Livraison incomplète,2024-06
O043282,P00029,2024-07-01,Client insatisfait,2024-07
O021925,P00938,2024-10-01,Client insatisfait,2024-10
O021320,P00811,2024-08-31,Produit abîmé,2024-08
O046832,P00396,2025-01-27,Livraison incomplète,2025-01
O002393,P00396,2024-11-01,Client insatisfait,2024-11
O045123,P00742,2024-04-26,Livraison incomplète,2024-04
O037344,P00355,2024-02-15,Client insatisfait,2024-02
O032638,P00541,2025-01-18,Produit abîmé,2025-01
O027108,P00620,2024-11-21,Mauvaise référence,2024-11
O035864,P00008,2025-01-02,Produit abîmé,2025-01
O013506,P00467,2024-01-20,Produit abîmé,2024-01
O035867,P00971,2024-02-12,Livraison incomplète,2024-02
O002714,P00620,2024-12-07,Mauvaise référence,2024-12
O048662,P00809,2024-07-17,Livraison incomplète,2024-07
O023231,P00357,2024-11-02,Client insatisfait,2024-11
O035492,P00063,2024-11-07,Client insatisfait,2024-11
O046998,P00971,2024-10-07,Livraison incomplète,2024-10
O032385,P00792,2024-12-10,Mauvaise référence,2024-12
O009144,P00558,2024-12-12,Livraison incomplète,2024-12
O011316,P00396,2024-02-05,Client insatisfait,2024-02
O045015,P00893,2024-04-08,Mauvaise référence,2024-04
O002945,P00615,2024-12-22,Produit abîmé,2024-12
O039683,P00014,2024-11-07,Client insatisfait,2024-11
O027718,P00449,2024-03-24,Client insatisfait,2024-03
O029609,P00653,2024-09-10,Livraison incomplète,2024-09
O012528,P00182,2024-02-26,Livraison incomplète,2024-02
O036967,P00742,2024-04-05,Mauvaise référence,2024-04
O027837,P00620,2024-09-02,Mauvaise référence,2024-09
O013868,P00357,2024-08-30,Produit abîmé,2024-08
O043181,P00963,2024-04-26,Mauvaise référence,2024-04
O016518,P00047,2024-11-19,Mauvaise référence,2024-11
O009985,P00905,2024-11-17,Livraison incomplète,2024-11
O040195,P00143,2024-03-22,Mauvaise référence,2024-03
O041555,P00691,2024-12-29,Livraison incomplète,2024-12
O025429,P00106,2024-03-25,Livraison incomplète,2024-03
O009424,P00233,2024-12-18,Livraison incomplète,2024-12
O023463,P00284,2024-12-21,Client insatisfait,2024-12
O003570,P00895,2024-01-31,Livraison incomplète,2024-01
O017456,P00449,2024-02-08,Livraison incomplète,2024-02
O045551,P00473,2024-06-06,Livraison incomplète,2024-06
O032970,P00330,2024-04-22,Livraison incomplète,2024-04
O047605,P00414,2025-01-01,Client insatisfait,2025-01
O010771,P00506,2024-09-22,Client insatisfait,2024-09
O031373,P00688,2024-09-19,Client insatisfait,2024-09
O012922,P00895,2024-03-21,Client insatisfait,2024-03
O004925,P00532,2025-01-21,Client insatisfait,2025-01
O027510,P00462,2024-04-28,Produit abîmé,2024-04
O039144,P00742,2024-09-30,Client insatisfait,2024-09
O024878,P00012,2025-01-03,Mauvaise référence,2025-01
O015207,P00105,2024-12-22,Client insatisfait,2024-12
O022460,P00240,2024-09-17,Mauvaise référence,2024-09
O016827,P00550,2025-01-14,Mauvaise référence,2025-01
O005990,P00738,2024-07-23,Livraison incomplète,2024-07
O013436,P00612,2024-10-28,Produit abîmé,2024-10
O033730,P00233,2024-05-14,Mauvaise référence,2024-05
O004900,P00212,2024-06-13,Mauvaise référence,2024-06
O004074,P00981,2024-03-12,Produit abîmé,2024-03
O032920,P00865,2024-01-21,Mauvaise référence,2024-01
O019754,P00343,2024-11-01,Produit abîmé,2024-11
O023785,P00396,2024-12-02,Mauvaise référence,2024-12
O025272,P00603,2025-01-02,Client insatisfait,2025-01
O040010,P00710,2024-12-02,Mauvaise référence,2024-12
O048091,P00905,2024-02-18,Client insatisfait,2024-02
O018837,P00971,2024-02-11,Produit abîmé,2024-02
O017932,P00751,2024-09-29,Client insatisfait,2024-09
O042122,P00792,2024-12-14,Livraison incomplète,2024-12
O045146,P00467,2024-09-13,Client insatisfait,2024-09
O025945,P00938,2025-01-12,Mauvaise référence,2025-01
O009863,P00121,2025-01-27,Client insatisfait,2025-01
O012941,P00212,2024-01-21,Produit abîmé,2024-01
O039271,P00212,2025-01-21,Livraison incomplète,2025-01
O013900,P00905,2024-11-29,Produit abîmé,2024-11
O037212,P00518,2025-01-03,Mauvaise référence,2025-01
O016966,P00118,2024-03-24,Mauvaise référence,2024-03
O047596,P00948,2025-01-19,Produit abîmé,2025-01
O018474,P00039,2024-12-12,Livraison incomplète,2024-12
O018382,P00093,2024-01-28,Produit abîmé,2024-01
O019141,P00532,2025-01-16,Livraison incomplète,2025-01
O026332,P00503,2024-12-26,Mauvaise référence,2024-12
O003029,P00886,2024-12-11,Mauvaise référence,2024-12
O006391,P00445,2024-09-16,Livraison incomplète,2024-09
O036746,P00370,2024-11-05,Mauvaise référence,2024-11
O008369,P00516,2024-04-02,Mauvaise référence,2024-04
O028993,P00170,2024-03-20,Mauvaise référence,2024-03
O014470,P00526,2024-12-22,Produit abîmé,2024-12
O010622,P00258,2024-09-14,Mauvaise référence,2024-09
O022131,P00009,2024-12-08,Client insatisfait,2024-12
O042788,P00470,2024-02-05,Produit abîmé,2024-02
O013189,P00613,2024-04-10,Client insatisfait,2024-04
O002896,P00152,2024-12-06,Mauvaise référence,2024-12
O049664,P00140,2025-01-23,Livraison incomplète,2025-01
O031834,P00008,2024-04-25,Livraison incomplète,2024-04
O024300,P00510,2024-12-18,Produit abîmé,2024-12
O023221,P00839,2024-08-22,Mauvaise référence,2024-08
O032914,P00105,2025-01-04,Mauvaise référence,2025-01
O001977,P00462,2024-03-10,Mauvaise référence,2024-03
O047510,P00106,2024-11-03,Produit abîmé,2024-11
O003799,P00220,2024-03-26,Produit abîmé,2024-03
O000199,P00931,2024-04-12,Client insatisfait,2024-04
O035370,P00379,2024-01-20,Produit abîmé,2024-01
O005439,P00046,2024-05-28,Livraison incomplète,2024-05
O008877,P00610,2024-02-03,Mauvaise référence,2024-02
O041465,P00526,2025-01-16,Client insatisfait,2025-01
O021505,P00764,2024-11-13,Produit abîmé,2024-11
O043854,P00396,2025-01-16,Client insatisfait,2025-01
O049184,P00462,2024-10-17,Mauvaise référence,2024-10
O039612,P00470,2024-04-10,Produit abîmé,2024-04
O019713,P00470,2024-02-27,Mauvaise référence,2024-02
O009819,P00780,2024-02-15,Mauvaise référence,2024-02
O021367,P00373,2025-01-14,Livraison incomplète,2025-01
O038727,P00445,2024-02-09,Client insatisfait,2024-02
O037962,P00336,2024-06-02,Livraison incomplète,2024-06
O047924,P00612,2024-02-10,Livraison incomplète,2024-02
O023101,P00754,2025-01-02,Client insatisfait,2025-01
O048746,P00952,2025-01-14,Client insatisfait,2025-01
O029091,P00158,2024-03-30,Client insatisfait,2024-03
O022433,P00029,2024-01-27,Client insatisfait,2024-01
O036149,P00971,2025-01-02,Livraison incomplète,2025-01
O014770,P00046,2024-02-24,Produit abîmé,2024-02
O000515,P00234,2024-03-11,Client insatisfait,2024-03
O021245,P00613,2024-04-23,Produit abîmé,2024-04
O022844,P00938,2024-11-26,Produit abîmé,2024-11
O015772,P00765,2024-11-08,Mauvaise référence,2024-11
O016031,P00507,2024-12-25,Produit abîmé,2024-12
O041451,P00710,2024-05-22,Mauvaise référence,2024-05
O042370,P00809,2024-10-23,Livraison incomplète,2024-10
O038306,P00032,2024-09-28,Mauvaise référence,2024-09
O035556,P00551,2024-10-18,Client insatisfait,2024-10
O044711,P00767,2024-11-04,Client insatisfait,2024-11
O041092,P00809,2024-04-22,Client insatisfait,2024-04
O016096,P00535,2024-09-29,Produit abîmé,2024-09
O026926,P00963,2024-06-01,Client insatisfait,2024-06
O048742,P00765,2024-12-05,Mauvaise référence,2024-12
O002477,P00604,2024-02-23,Client insatisfait,2024-02
O015314,P00377,2024-03-01,Client insatisfait,2024-03
O022995,P00403,2024-12-31,Mauvaise référence,2024-12
O015613,P00873,2024-06-11,Produit abîmé,2024-06
O018192,P00509,2024-01-11,Produit abîmé,2024-01
O038880,P00445,2024-12-09,Produit abîmé,2024-12
O010583,P00893,2024-01-16,Mauvaise référence,2024-01
O015514,P00024,2024-02-02,Livraison incomplète,2024-02
O019225,P00135,2024-11-15,Mauvaise référence,2024-11
O047778,P00039,2024-04-13,Produit abîmé,2024-04
O028803,P00886,2024-03-30,Livraison incomplète,2024-03
O036352,P00488,2025-01-25,Livraison incomplète,2025-01
O024716,P00330,2024-08-22,Client insatisfait,2024-08
O031272,P00943,2024-05-02,Mauvaise référence,2024-05
O000747,P00971,2024-01-27,Produit abîmé,2024-01
O019790,P00118,2024-02-05,Produit abîmé,2024-02
O006539,P00152,2024-04-08,Produit abîmé,2024-04
O011337,P00654,2024-08-20,Livraison incomplète,2024-08
O033641,P00143,2024-11-24,Produit abîmé,2024-11
O041076,P00258,2024-04-13,Livraison incomplète,2024-04
O048012,P00751,2024-10-25,Client insatisfait,2024-10
O005757,P00170,2024-12-30,Livraison incomplète,2024-12
O033949,P00379,2025-01-15,Client insatisfait,2025-01
O008835,P00105,2024-11-21,Mauvaise référence,2024-11
O007431,P00188,2024-12-23,Mauvaise référence,2024-12
O002061,P00047,2025-01-04,Livraison incomplète,2025-01
O043031,P00873,2024-04-11,Produit abîmé,2024-04
O037159,P00193,2024-10-20,Client insatisfait,2024-10
O015362,P00055,2024-08-19,Mauvaise référence,2024-08
O043837,P00357,2024-02-05,Client insatisfait,2024-02
O040406,P00671,2024-02-21,Livraison incomplète,2024-02
O044060,P00449,2024-12-18,Mauvaise référence,2024-12
O019341,P00011,2024-12-24,Livraison incomplète,2024-12
O044863,P00445,2024-02-03,Livraison incomplète,2024-02
O032080,P00121,2024-10-31,Produit abîmé,2024-10
O043301,P00503,2024-11-12,Produit abîmé,2024-11
O014026,P00284,2024-02-01,Mauvaise référence,2024-02
O047143,P00691,2024-01-25,Livraison incomplète,2024-01
O016599,P00136,2024-12-14,Client insatisfait,2024-12
O039340,P00931,2024-12-07,Client insatisfait,2024-12
O018590,P00012,2024-05-04,Livraison incomplète,2024-05
O043953,P00541,2024-02-13,Livraison incomplète,2024-02
O043649,P00379,2024-08-22,Produit abîmé,2024-08
O013534,P00615,2024-12-13,Produit abîmé,2024-12
O014412,P00055,2024-09-19,Client insatisfait,2024-09
O018913,P00252,2024-11-07,Client insatisfait,2024-11
O009481,P00184,2024-11-30,Livraison incomplète,2024-11
O016003,P00764,2025-01-14,Produit abîmé,2025-01
O002455,P00118,2024-12-14,Mauvaise référence,2024-12
O035739,P00188,2024-12-19,Mauvaise référence,2024-12
O006229,P00193,2025-01-13,Client insatisfait,2025-01
O033832,P00536,2024-10-31,Client insatisfait,2024-10
O047610,P00184,2025-01-17,Mauvaise référence,2025-01
O039200,P00906,2024-07-29,Produit abîmé,2024-07
O014062,P00258,2024-10-30,Produit abîmé,2024-10
O029571,P00952,2024-04-02,Produit abîmé,2024-04
O045700,P00865,2024-12-31,Livraison incomplète,2024-12
O036065,P00952,2024-10-04,Livraison incomplète,2024-10
O048720,P00305,2024-03-27,Mauvaise référence,2024-03
O012426,P00488,2024-05-01,Produit abîmé,2024-05
O020487,P00550,2024-12-27,Mauvaise référence,2024-12
O017819,P00451,2025-01-04,Livraison incomplète,2025-01
O011562,P00550,2025-01-16,Livraison incomplète,2025-01
O010131,P00370,2024-11-13,Mauvaise référence,2024-11
O043769,P00865,2024-12-29,Livraison incomplète,2024-12
O019819,P00143,2024-11-24,Livraison incomplète,2024-11
O023522,P00521,2024-11-15,Client insatisfait,2024-11
O043776,P00754,2024-11-27,Mauvaise référence,2024-11
O001541,P00093,2024-11-26,Mauvaise référence,2024-11
O037948,P00558,2024-06-30,Client insatisfait,2024-06
O002031,P00198,2024-10-25,Livraison incomplète,2024-10
O015976,P00921,2024-05-04,Livraison incomplète,2024-05
O019665,P00417,2024-03-30,Client insatisfait,2024-03
O031415,P00620,2024-02-02,Mauvaise référence,2024-02
O038050,P00396,2024-10-23,Livraison incomplète,2024-10
O037704,P00536,2024-03-10,Client insatisfait,2024-03
O031754,P00470,2024-02-13,Produit abîmé,2024-02
O008423,P00831,2024-09-14,Produit abîmé,2024-09
O010623,P00710,2024-09-15,Mauvaise référence,2024-09
O029790,P00403,2024-10-03,Client insatisfait,2024-10
O022171,P00535,2024-05-12,Client insatisfait,2024-05
O043296,P00968,2024-03-18,Produit abîmé,2024-03
O012809,P00473,2024-12-07,Mauvaise référence,2024-12
O023230,P00515,2024-12-18,Mauvaise référence,2024-12
O044949,P00008,2024-11-06,Livraison incomplète,2024-11
O021720,P00047,2025-01-09,Mauvaise référence,2025-01
O005927,P00780,2024-08-21,Produit abîmé,2024-08
O008027,P00971,2024-10-11,Client insatisfait,2024-10
O040294,P00973,2024-02-25,Mauvaise référence,2024-02
O041159,P00780,2024-10-23,Client insatisfait,2024-10
O008179,P00158,2024-11-16,Produit abîmé,2024-11
O014773,P00906,2024-02-07,Livraison incomplète,2024-02
O004271,P00921,2024-12-01,Livraison incomplète,2024-12
O049767,P00039,2024-12-15,Mauvaise référence,2024-12
O045152,P00507,2024-04-24,Client insatisfait,2024-04
O001919,P00791,2024-03-18,Client insatisfait,2024-03
O045282,P00671,2024-04-07,Produit abîmé,2024-04
O042165,P00118,2024-12-22,Livraison incomplète,2024-12
O006696,P00009,2024-04-29,Produit abîmé,2024-04
O043447,P00948,2024-12-05,Mauvaise référence,2024-12
O032156,P00046,2024-10-19,Produit abîmé,2024-10
O002631,P00968,2024-12-26,Client insatisfait,2024-12
O002075,P00551,2024-12-01,Mauvaise référence,2024-12
O000899,P00536,2025-01-05,Mauvaise référence,2025-01
O017047,P00451,2025-01-03,Livraison incomplète,2025-01
O032032,P00343,2024-09-28,Produit abîmé,2024-09
O018251,P00810,2024-10-09,Produit abîmé,2024-10
O028324,P00764,2024-12-24,Mauvaise référence,2024-12
O013389,P00963,2024-10-16,Mauvaise référence,2024-10
O012239,P00767,2025-01-09,Produit abîmé,2025-01
O002794,P00754,2024-03-04,Produit abîmé,2024-03
O016333,P00284,2024-12-20,Livraison incomplète,2024-12
O020427,P00535,2024-08-19,Client insatisfait,2024-08
O024118,P00467,2024-08-26,Mauvaise référence,2024-08
O044598,P00014,2024-12-23,Client insatisfait,2024-12
O026677,P00452,2024-06-14,Mauvaise référence,2024-06
O048935,P00921,2024-09-09,Produit abîmé,2024-09
O014453,P00373,2025-01-06,Produit abîmé,2025-01
O042783,P00152,2025-01-11,Produit abîmé,2025-01
O025589,P00558,2024-02-13,Client insatisfait,2024-02
O004462,P00923,2025-01-03,Client insatisfait,2025-01
O000563,P00526,2024-10-30,Client insatisfait,2024-10
O012508,P00839,2025-01-12,Client insatisfait,2025-01
O026041,P00938,2024-03-22,Produit abîmé,2024-03
O028050,P00506,2024-12-27,Client insatisfait,2024-12
O031705,P00373,2024-10-03,Client insatisfait,2024-10
O049233,P00175,2024-03-22,Produit abîmé,2024-03
O031591,P00488,2024-04-11,Livraison incomplète,2024-04
O031823,P00080,2024-12-25,Client insatisfait,2024-12
O047019,P00240,2024-02-07,Mauvaise référence,2024-02
O034176,P00886,2024-02-12,Produit abîmé,2024-02
O032968,P00968,2024-02-15,Livraison incomplète,2024-02
O038536,P00973,2024-12-29,Client insatisfait,2024-12
O005541,P00037,2024-11-30,Client insatisfait,2024-11
O022571,P00691,2024-11-28,Client insatisfait,2024-11
O048791,P00182,2024-11-17,Produit abîmé,2024-11
O002580,P00938,2024-12-03,Client insatisfait,2024-12
O037801,P00193,2025-01-02,Livraison incomplète,2025-01
O007486,P00710,2024-12-06,Livraison incomplète,2024-12
O027274,P00370,2024-03-31,Livraison incomplète,2024-03
O044281,P00011,2024-10-06,Client insatisfait,2024-10
O025522,P00105,2024-08-30,Client insatisfait,2024-08
O040650,P00152,2024-12-09,Produit abîmé,2024-12
O049785,P00610,2024-09-24,Produit abîmé,2024-09
O047320,P00767,2024-12-08,Mauvaise référence,2024-12
O027589,P00971,2024-10-04,Livraison incomplète,2024-10
O024622,P00938,2024-12-23,Client insatisfait,2024-12
O025206,P00152,2024-11-23,Mauvaise référence,2024-11
O038591,P00258,2024-12-14,Produit abîmé,2024-12
O037956,P00886,2024-11-28,Mauvaise référence,2024-11
O045318,P00654,2024-08-18,Produit abîmé,2024-08
O014606,P00418,2024-02-17,Mauvaise référence,2024-02
O024044,P00620,2024-12-25,Produit abîmé,2024-12
O017269,P00764,2024-09-20,Mauvaise référence,2024-09
O044183,P00653,2024-01-13,Client insatisfait,2024-01
O026833,P00971,2024-09-24,Livraison incomplète,2024-09
O025044,P00905,2024-09-17,Livraison incomplète,2024-09
O029756,P00613,2024-10-16,Livraison incomplète,2024-10
O042913,P00963,2025-01-13,Mauvaise référence,2025-01
O004922,P00105,2024-02-26,Client insatisfait,2024-02
O041067,P00371,2024-02-13,Client insatisfait,2024-02
O002840,P00182,2024-05-16,Livraison incomplète,2024-05
O030687,P00551,2024-02-11,Livraison incomplète,2024-02
O027595,P00780,2024-09-30,Livraison incomplète,2024-09
O006254,P00620,2024-02-04,Livraison incomplète,2024-02
O017596,P00055,2024-10-21,Mauvaise référence,2024-10
O044890,P00764,2024-12-12,Produit abîmé,2024-12
O033463,P00518,2024-02-02,Livraison incomplète,2024-02
O038142,P00620,2024-12-06,Client insatisfait,2024-12
O009686,P00612,2024-12-27,Mauvaise référence,2024-12
O001802,P00011,2024-12-23,Mauvaise référence,2024-12
O003614,P00220,2024-12-07,Livraison incomplète,2024-12
O017102,P00653,2025-01-24,Client insatisfait,2025-01
O011318,P00604,2024-04-10,Produit abîmé,2024-04
O030562,P00780,2025-01-05,Client insatisfait,2025-01
O034152,P00039,2024-02-20,Livraison incomplète,2024-02
O025071,P00613,2024-09-17,Livraison incomplète,2024-09
O008947,P00658,2024-11-20,Mauvaise référence,2024-11
O034425,P00876,2025-01-03,Mauvaise référence,2025-01
O019761,P00158,2024-11-18,Client insatisfait,2024-11
O031506,P00136,2024-12-03,Produit abîmé,2024-12
O022411,P00152,2024-12-16,Client insatisfait,2024-12
O007128,P00250,2024-12-29,Client insatisfait,2024-12
O010903,P00551,2024-06-06,Client insatisfait,2024-06
O034558,P00532,2024-11-24,Produit abîmé,2024-11
O048361,P00615,2025-01-22,Client insatisfait,2025-01
O009958,P00017,2025-01-29,Livraison incomplète,2025-01
O009239,P00463,2024-09-23,Livraison incomplète,2024-09
O018420,P00767,2024-10-08,Client insatisfait,2024-10
O039840,P00184,2024-06-30,Mauvaise référence,2024-06
O029193,P00510,2024-05-03,Mauvaise référence,2024-05
O033835,P00532,2025-01-08,Produit abîmé,2025-01
O022361,P00876,2024-12-09,Livraison incomplète,2024-12
O018284,P00121,2025-01-07,Produit abîmé,2025-01
O037681,P00488,2024-02-27,Mauvaise référence,2024-02
O008545,P00780,2024-11-05,Client insatisfait,2024-11
O001656,P00445,2024-10-03,Produit abîmé,2024-10
O039572,P00413,2024-05-01,Produit abîmé,2024-05
O043948,P00319,2025-01-15,Produit abîmé,2025-01
O038756,P00470,2024-10-26,Mauvaise référence,2024-10
O012035,P00521,2024-09-07,Client insatisfait,2024-09
O009331,P00986,2025-01-02,Produit abîmé,2025-01
O017815,P00046,2024-07-14,Livraison incomplète,2024-07
O001066,P00751,2024-01-29,Mauvaise référence,2024-01
O000099,P00193,2024-12-02,Mauvaise référence,2024-12
O046821,P00811,2024-06-23,Mauvaise référence,2024-06
O029459,P00220,2024-12-13,Produit abîmé,2024-12
O018210,P00024,2025-01-16,Mauvaise référence,2025-01
O021170,P00971,2024-02-05,Mauvaise référence,2024-02
O000218,P00503,2024-05-10,Client insatisfait,2024-05
O041037,P00751,2024-04-20,Mauvaise référence,2024-04
O020231,P00886,2024-09-10,Produit abîmé,2024-09
O048263,P00233,2024-10-05,Mauvaise référence,2024-10
O038532,P00193,2024-12-26,Client insatisfait,2024-12
O036599,P00222,2025-01-05,Mauvaise référence,2025-01
O016923,P00319,2024-11-11,Produit abîmé,2024-11
O034875,P00516,2024-10-05,Livraison incomplète,2024-10
O015625,P00551,2024-09-09,Mauvaise référence,2024-09
O003816,P00398,2024-11-02,Produit abîmé,2024-11
O034568,P00258,2025-01-19,Mauvaise référence,2025-01
O006228,P00893,2024-10-24,Mauvaise référence,2024-10
O035818,P00188,2024-12-18,Produit abîmé,2024-12
O030267,P00986,2024-11-27,Mauvaise référence,2024-11
O040781,P00865,2024-12-23,Produit abîmé,2024-12
O044299,P00952,2024-12-31,Livraison incomplète,2024-12
O027578,P00952,2024-11-11,Mauvaise référence,2024-11
O004443,P00403,2024-10-11,Livraison incomplète,2024-10
O037109,P00957,2024-07-24,Produit abîmé,2024-07
O047381,P00377,2024-01-24,Mauvaise référence,2024-01
O008488,P00413,2024-02-07,Mauvaise référence,2024-02
O045832,P00055,2024-12-30,Mauvaise référence,2024-12
O001568,P00009,2024-04-06,Client insatisfait,2024-04
O003055,P00445,2025-01-14,Mauvaise référence,2025-01
O019826,P00319,2025-01-12,Client insatisfait,2025-01
O037108,P00039,2024-12-15,Livraison incomplète,2024-12
O012773,P00226,2025-01-24,Produit abîmé,2025-01
O047880,P00451,2024-08-30,Client insatisfait,2024-08
O013281,P00688,2024-12-03,Mauvaise référence,2024-12
O047990,P00550,2024-11-17,Mauvaise référence,2024-11
O030599,P00143,2024-11-16,Client insatisfait,2024-11
O017073,P00250,2024-12-04,Client insatisfait,2024-12
O020074,P00105,2024-10-02,Client insatisfait,2024-10
O039736,P00017,2024-11-07,Livraison incomplète,2024-11
O015282,P00212,2024-02-12,Mauvaise référence,2024-02
O015261,P00417,2025-01-17,Produit abîmé,2025-01
O004107,P00473,2024-05-14,Client insatisfait,2024-05
O047324,P00336,2025-01-12,Produit abîmé,2025-01
O026788,P00136,2024-10-15,Client insatisfait,2024-10
O003174,P00535,2024-02-11,Client insatisfait,2024-02
O032301,P00017,2024-11-12,Livraison incomplète,2024-11
O037464,P00809,2025-01-01,Client insatisfait,2025-01
O007009,P00024,2024-04-13,Produit abîmé,2024-04
O018707,P00767,2024-11-18,Mauvaise référence,2024-11
O029866,P00603,2024-10-12,Mauvaise référence,2024-10
O034774,P00931,2025-01-02,Livraison incomplète,2025-01
O021178,P00906,2025-01-03,Mauvaise référence,2025-01
O004744,P00467,2024-12-07,Mauvaise référence,2024-12
O004604,P00831,2024-03-11,Client insatisfait,2024-03
O008253,P00691,2024-04-15,Livraison incomplète,2024-04
O033523,P00765,2024-09-16,Produit abîmé,2024-09
O027862,P00233,2024-02-29,Client insatisfait,2024-02
O029879,P00080,2024-12-18,Livraison incomplète,2024-12
O017058,P00751,2024-02-29,Livraison incomplète,2024-02
O019651,P00671,2024-02-19,Mauvaise référence,2024-02
O015133,P00008,2024-04-16,Mauvaise référence,2024-04
O029163,P00923,2024-12-05,Livraison incomplète,2024-12
O009333,P00532,2024-12-16,Client insatisfait,2024-12
O029627,P00226,2024-01-12,Client insatisfait,2024-01
O017210,P00541,2024-10-08,Mauvaise référence,2024-10
O002290,P00343,2025-01-18,Client insatisfait,2025-01
O010323,P00371,2024-01-27,Mauvaise référence,2024-01
O024649,P00105,2024-02-27,Produit abîmé,2024-02
O044692,P00515,2024-12-29,Produit abîmé,2024-12
O013599,P00398,2024-01-30,Livraison incomplète,2024-01
O023441,P00881,2024-10-18,Client insatisfait,2024-10
O001143,P00121,2024-01-15,Produit abîmé,2024-01
O005694,P00767,2024-03-27,Mauvaise référence,2024-03
O006183,P00233,2024-11-04,Mauvaise référence,2024-11
O036548,P00462,2024-09-08,Livraison incomplète,2024-09
O037059,P00509,2024-11-01,Produit abîmé,2024-11
O022686,P00212,2024-06-20,Mauvaise référence,2024-06
O047259,P00355,2024-04-28,Livraison incomplète,2024-04
O024713,P00055,2024-02-04,Produit abîmé,2024-02
O001703,P00212,2024-12-31,Client insatisfait,2024-12
O021683,P00233,2024-12-14,Mauvaise référence,2024-12
O031430,P00612,2024-12-02,Livraison incomplète,2024-12
O040588,P00658,2024-11-29,Produit abîmé,2024-11
O031673,P00305,2024-02-09,Livraison incomplète,2024-02
O015568,P00336,2025-01-06,Client insatisfait,2025-01
O030819,P00357,2024-11-16,Client insatisfait,2024-11
O000829,P00613,2024-08-11,Produit abîmé,2024-08
O006713,P00550,2024-03-30,Client insatisfait,2024-03
O021926,P00357,2025-01-16,Client insatisfait,2025-01
O017770,P00136,2024-10-17,Produit abîmé,2024-10
O023753,P00357,2024-12-03,Livraison incomplète,2024-12
O045223,P00032,2024-03-15,Livraison incomplète,2024-03
O016901,P00445,2025-01-06,Client insatisfait,2025-01
O004943,P00336,2024-06-24,Mauvaise référence,2024-06
O003733,P00046,2025-01-01,Mauvaise référence,2025-01
O043527,P00764,2024-02-02,Produit abîmé,2024-02
O042959,P00515,2024-10-22,Client insatisfait,2024-10
O044672,P00136,2024-01-09,Produit abîmé,2024-01
O048683,P00612,2025-01-01,Client insatisfait,2025-01
O026275,P00532,2024-06-02,Client insatisfait,2024-06
O021856,P00839,2025-01-09,Produit abîmé,2025-01
O034667,P00535,2024-12-09,Mauvaise référence,2024-12
O048001,P00541,2024-01-20,Client insatisfait,2024-01
O015372,P00357,2024-02-24,Livraison incomplète,2024-02
O039733,P00986,2024-12-21,Client insatisfait,2024-12
O045523,P00379,2024-01-26,Mauvaise référence,2024-01
O002118,P00535,2024-12-07,Livraison incomplète,2024-12
O003371,P00510,2024-04-03,Livraison incomplète,2024-04
O026987,P00014,2024-12-24,Livraison incomplète,2024-12
O035549,P00118,2024-05-11,Mauvaise référence,2024-05
O044297,P00417,2024-12-27,Livraison incomplète,2024-12
O040498,P00373,2024-11-11,Client insatisfait,2024-11
O029255,P00831,2024-05-23,Client insatisfait,2024-05
O004134,P00170,2024-03-20,Client insatisfait,2024-03
O009534,P00032,2025-01-23,Mauvaise référence,2025-01
O047825,P00462,2024-01-28,Client insatisfait,2024-01
O020095,P00014,2024-12-24,Client insatisfait,2024-12
O023320,P00046,2024-08-30,Client insatisfait,2024-08
O043497,P00379,2024-12-12,Mauvaise référence,2024-12
O036934,P00330,2024-12-28,Livraison incomplète,2024-12
O027735,P00931,2024-05-03,Client insatisfait,2024-05
O016958,P00046,2024-03-02,Mauvaise référence,2024-03
O028179,P00418,2025-01-02,Livraison incomplète,2025-01
O025054,P00284,2024-03-11,Livraison incomplète,2024-03
O027377,P00379,2024-10-11,Produit abîmé,2024-10
O029208,P00252,2024-11-27,Client insatisfait,2024-11
O042489,P00024,2024-12-23,Livraison incomplète,2024-12
O003755,P00516,2025-01-03,Produit abîmé,2025-01
O006542,P00463,2024-03-29,Livraison incomplète,2024-03
O030272,P00451,2024-04-16,Mauvaise référence,2024-04
O039222,P00895,2024-04-04,Client insatisfait,2024-04
O011719,P00032,2024-12-29,Livraison incomplète,2024-12
O014313,P00906,2024-12-02,Mauvaise référence,2024-12
O014258,P00011,2024-03-13,Mauvaise référence,2024-03
O001904,P00121,2024-02-14,Client insatisfait,2024-02
O009361,P00080,2024-11-16,Livraison incomplète,2024-11
O036449,P00143,2024-10-09,Client insatisfait,2024-10
O045761,P00149,2024-01-13,Mauvaise référence,2024-01
O002511,P00343,2024-12-10,Produit abîmé,2024-12
O013290,P00921,2024-07-22,Livraison incomplète,2024-07
O040788,P00377,2024-12-03,Livraison incomplète,2024-12
O008926,P00503,2024-11-01,Client insatisfait,2024-11
O041887,P00516,2025-01-22,Livraison incomplète,2025-01
O030669,P00336,2024-04-14,Mauvaise référence,2024-04
O023662,P00193,2024-05-31,Livraison incomplète,2024-05
O041284,P00193,2024-10-22,Client insatisfait,2024-10
O020964,P00418,2024-10-24,Client insatisfait,2024-10
O030721,P00923,2024-12-03,Mauvaise référence,2024-12
O045697,P00873,2024-10-14,Mauvaise référence,2024-10
O020238,P00398,2024-10-05,Produit abîmé,2024-10
O049725,P00032,2024-12-28,Client insatisfait,2024-12
